id,AND_ID,PI_ID,PMID,ProjectNumber,subProjectNumber,PI_Name
4817,4420407,3230304,4027228,P01HL030616,3.0,"WAGNER, DENISA D"
4818,3640416,1898091,3924917,P01HL030616,4.0,"MARDER, VICTOR J"
4819,3640416,1898091,3971042,P01HL030616,4.0,"MARDER, VICTOR J"
4820,3640416,1898091,2581607,P01HL030616,4.0,"MARDER, VICTOR J"
4821,3640416,1898091,3971527,P01HL030616,4.0,"MARDER, VICTOR J"
4822,3640416,1898091,3907407,P01HL030616,4.0,"MARDER, VICTOR J"
4823,3640416,1898091,2413071,P01HL030616,4.0,"MARDER, VICTOR J"
4824,3640416,1898091,4072967,P01HL030616,4.0,"MARDER, VICTOR J"
4825,3640416,1898091,3876029,P01HL030616,4.0,"MARDER, VICTOR J"
4826,3640416,1898091,4027228,P01HL030616,4.0,"MARDER, VICTOR J"
4827,3640416,1898091,3924917,P01HL030616,5.0,"MARDER, VICTOR J"
4828,3640416,1898091,3971042,P01HL030616,5.0,"MARDER, VICTOR J"
4829,3640416,1898091,2581607,P01HL030616,5.0,"MARDER, VICTOR J"
4830,3640416,1898091,3971527,P01HL030616,5.0,"MARDER, VICTOR J"
4831,3640416,1898091,3907407,P01HL030616,5.0,"MARDER, VICTOR J"
4832,3640416,1898091,2413071,P01HL030616,5.0,"MARDER, VICTOR J"
4833,3640416,1898091,4072967,P01HL030616,5.0,"MARDER, VICTOR J"
4834,3640416,1898091,3876029,P01HL030616,5.0,"MARDER, VICTOR J"
4835,3640416,1898091,4027228,P01HL030616,5.0,"MARDER, VICTOR J"
4836,3640416,1898091,3924917,P01HL030616,6.0,"MARDER, VICTOR J"
4837,3640416,1898091,3971042,P01HL030616,6.0,"MARDER, VICTOR J"
4838,3640416,1898091,2581607,P01HL030616,6.0,"MARDER, VICTOR J"
4839,3640416,1898091,3971527,P01HL030616,6.0,"MARDER, VICTOR J"
4840,3640416,1898091,3907407,P01HL030616,6.0,"MARDER, VICTOR J"
4841,3640416,1898091,2413071,P01HL030616,6.0,"MARDER, VICTOR J"
4842,3640416,1898091,4072967,P01HL030616,6.0,"MARDER, VICTOR J"
4843,3640416,1898091,3876029,P01HL030616,6.0,"MARDER, VICTOR J"
4844,3640416,1898091,4027228,P01HL030616,6.0,"MARDER, VICTOR J"
4845,4420407,3230304,3924917,P01HL030616,9001.0,"WAGNER, DENISA D"
4846,4420407,3230304,3971042,P01HL030616,9001.0,"WAGNER, DENISA D"
4847,4420407,3230304,2581607,P01HL030616,9001.0,"WAGNER, DENISA D"
4848,4420407,3230304,3971527,P01HL030616,9001.0,"WAGNER, DENISA D"
4849,4420407,3230304,3907407,P01HL030616,9001.0,"WAGNER, DENISA D"
4850,4420407,3230304,2413071,P01HL030616,9001.0,"WAGNER, DENISA D"
4851,4420407,3230304,4072967,P01HL030616,9001.0,"WAGNER, DENISA D"
4852,4420407,3230304,3876029,P01HL030616,9001.0,"WAGNER, DENISA D"
4853,4420407,3230304,4027228,P01HL030616,9001.0,"WAGNER, DENISA D"
4854,1110241,3200224,3924917,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4855,1110241,3200224,3971042,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4856,1110241,3200224,2581607,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4857,1110241,3200224,3971527,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4858,1110241,3200224,3907407,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4859,1110241,3200224,2413071,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4860,1110241,3200224,4072967,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4861,1110241,3200224,3876029,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4862,1110241,3200224,4027228,P01HL030616,9002.0,"OHLSSON-WILHELM, BETSY M"
4863,5061303,3294729,3838988,P01HL031164,1.0,"SKINNER, JAMES E"
4864,6402142,3346124,3838988,P01HL031164,2.0,"ENTMAN, MARK L"
4865,454813,3392550,3838988,P01HL031164,3.0,"BOYD, ROBERT E"
4866,587076,3221813,3838988,P01HL031164,4.0,"JOHNSTON, DANIEL"
4867,5061303,3294729,3838988,P01HL031164,5.0,"SKINNER, JAMES E"
4868,6129493,3218038,3838988,P01HL031164,6.0,"PRATT, CRAIG M"
4869,5061303,3294729,3838988,P01HL031164,9001.0,"SKINNER, JAMES E"
4870,6098115,3418796,2415970,P01HL031950,1.0,"HANSON, STEPHEN R"
4871,6098115,3418796,2414325,P01HL031950,1.0,"HANSON, STEPHEN R"
4872,6098115,3418796,2996168,P01HL031950,1.0,"HANSON, STEPHEN R"
4873,6098115,3418796,4052629,P01HL031950,1.0,"HANSON, STEPHEN R"
4874,6098115,3418796,3923041,P01HL031950,1.0,"HANSON, STEPHEN R"
4875,6098115,3418796,3929596,P01HL031950,1.0,"HANSON, STEPHEN R"
4876,6098115,3418796,3926021,P01HL031950,1.0,"HANSON, STEPHEN R"
4877,6098115,3418796,2934045,P01HL031950,1.0,"HANSON, STEPHEN R"
4878,6098115,3418796,3877533,P01HL031950,1.0,"HANSON, STEPHEN R"
4879,6098115,3418796,3930116,P01HL031950,1.0,"HANSON, STEPHEN R"
4880,6098115,3418796,2932740,P01HL031950,1.0,"HANSON, STEPHEN R"
4881,6098115,3418796,3157702,P01HL031950,1.0,"HANSON, STEPHEN R"
4882,8454004,3329346,2415970,P01HL031950,2.0,"HARKER, LAURENCE A"
4883,8454004,3329346,2414325,P01HL031950,2.0,"HARKER, LAURENCE A"
4884,8454004,3329346,2996168,P01HL031950,2.0,"HARKER, LAURENCE A"
4885,8454004,3329346,4052629,P01HL031950,2.0,"HARKER, LAURENCE A"
4886,8454004,3329346,3923041,P01HL031950,2.0,"HARKER, LAURENCE A"
4887,8454004,3329346,3929596,P01HL031950,2.0,"HARKER, LAURENCE A"
4888,8454004,3329346,3926021,P01HL031950,2.0,"HARKER, LAURENCE A"
4889,8454004,3329346,2934045,P01HL031950,2.0,"HARKER, LAURENCE A"
4890,8454004,3329346,3877533,P01HL031950,2.0,"HARKER, LAURENCE A"
4891,8454004,3329346,3930116,P01HL031950,2.0,"HARKER, LAURENCE A"
4892,8454004,3329346,2932740,P01HL031950,2.0,"HARKER, LAURENCE A"
4893,8454004,3329346,3157702,P01HL031950,2.0,"HARKER, LAURENCE A"
4894,8454004,3329346,2415970,P01HL031950,3.0,"HARKER, LAURENCE A"
4895,8454004,3329346,2414325,P01HL031950,3.0,"HARKER, LAURENCE A"
4896,8454004,3329346,2996168,P01HL031950,3.0,"HARKER, LAURENCE A"
4897,8454004,3329346,4052629,P01HL031950,3.0,"HARKER, LAURENCE A"
4898,8454004,3329346,3923041,P01HL031950,3.0,"HARKER, LAURENCE A"
4899,8454004,3329346,3929596,P01HL031950,3.0,"HARKER, LAURENCE A"
4900,8454004,3329346,3926021,P01HL031950,3.0,"HARKER, LAURENCE A"
4901,8454004,3329346,2934045,P01HL031950,3.0,"HARKER, LAURENCE A"
4902,8454004,3329346,3877533,P01HL031950,3.0,"HARKER, LAURENCE A"
4903,8454004,3329346,3930116,P01HL031950,3.0,"HARKER, LAURENCE A"
4904,8454004,3329346,2932740,P01HL031950,3.0,"HARKER, LAURENCE A"
4905,8454004,3329346,3157702,P01HL031950,3.0,"HARKER, LAURENCE A"
4906,248481,3449338,2415970,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4907,248481,3449338,2414325,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4908,248481,3449338,2996168,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4909,248481,3449338,4052629,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4910,248481,3449338,3923041,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4911,248481,3449338,3929596,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4912,248481,3449338,3926021,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4913,248481,3449338,2934045,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4914,248481,3449338,3877533,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4915,248481,3449338,3930116,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4916,248481,3449338,2932740,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4917,248481,3449338,3157702,P01HL031950,4.0,"RUGGERI, ZAVERIO M"
4918,6086679,3426499,2415970,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4919,6086679,3426499,2414325,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4920,6086679,3426499,2996168,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4921,6086679,3426499,4052629,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4922,6086679,3426499,3923041,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4923,6086679,3426499,3929596,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4924,6086679,3426499,3926021,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4925,6086679,3426499,2934045,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4926,6086679,3426499,3877533,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4927,6086679,3426499,3930116,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4928,6086679,3426499,2932740,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4929,6086679,3426499,3157702,P01HL031950,5.0,"ZIMMERMAN, THEODORE S"
4930,6098115,3418796,2415970,P01HL031950,9001.0,"HANSON, STEPHEN R"
4931,6098115,3418796,2414325,P01HL031950,9001.0,"HANSON, STEPHEN R"
4932,6098115,3418796,2996168,P01HL031950,9001.0,"HANSON, STEPHEN R"
4933,6098115,3418796,4052629,P01HL031950,9001.0,"HANSON, STEPHEN R"
4934,6098115,3418796,3923041,P01HL031950,9001.0,"HANSON, STEPHEN R"
4935,6098115,3418796,3929596,P01HL031950,9001.0,"HANSON, STEPHEN R"
4936,6098115,3418796,3926021,P01HL031950,9001.0,"HANSON, STEPHEN R"
4937,6098115,3418796,2934045,P01HL031950,9001.0,"HANSON, STEPHEN R"
4938,6098115,3418796,3877533,P01HL031950,9001.0,"HANSON, STEPHEN R"
4939,6098115,3418796,3930116,P01HL031950,9001.0,"HANSON, STEPHEN R"
4940,6098115,3418796,2932740,P01HL031950,9001.0,"HANSON, STEPHEN R"
4941,6098115,3418796,3157702,P01HL031950,9001.0,"HANSON, STEPHEN R"
4942,6086679,3426499,2415970,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4943,6086679,3426499,2414325,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4944,6086679,3426499,2996168,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4945,6086679,3426499,4052629,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4946,6086679,3426499,3923041,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4947,6086679,3426499,3929596,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4948,6086679,3426499,3926021,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4949,6086679,3426499,2934045,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4950,6086679,3426499,3877533,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4951,6086679,3426499,3930116,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4952,6086679,3426499,2932740,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4953,6086679,3426499,3157702,P01HL031950,9002.0,"ZIMMERMAN, THEODORE S"
4954,4883274,3438270,4030572,P01HL031992,1.0,"WOLFE, WALTER G"
4955,4883274,3438270,4037528,P01HL031992,1.0,"WOLFE, WALTER G"
4956,7494213,3290762,4030572,P01HL031992,2.0,"CRAPO, JAMES S"
4957,7494213,3290762,4037528,P01HL031992,2.0,"CRAPO, JAMES S"
4958,5478887,3203115,4030572,P01HL031992,3.0,"FREEMAN, BRUCE A"
4959,5478887,3203115,4037528,P01HL031992,3.0,"FREEMAN, BRUCE A"
4960,3148147,3338272,4030572,P01HL031992,4.0,"THET, LYN A"
4961,3148147,3338272,4037528,P01HL031992,4.0,"THET, LYN A"
4962,0,3376581,4030572,P01HL031992,9001.0,"PRATT, PHILIP C"
4963,0,3376581,4037528,P01HL031992,9001.0,"PRATT, PHILIP C"
4964,7354575,3353034,4006105,P50HL032295,1.0,"MARCUS, MELVIN L"
4965,7354575,3353034,4012934,P50HL032295,1.0,"MARCUS, MELVIN L"
4966,7354575,3353034,2933182,P50HL032295,1.0,"MARCUS, MELVIN L"
4967,7354575,3353034,3888024,P50HL032295,1.0,"MARCUS, MELVIN L"
4968,4243065,3388217,4006105,P50HL032295,2.0,"KERBER, RICHARD E"
4969,4243065,3388217,4012934,P50HL032295,2.0,"KERBER, RICHARD E"
4970,4243065,3388217,2933182,P50HL032295,2.0,"KERBER, RICHARD E"
4971,4243065,3388217,3888024,P50HL032295,2.0,"KERBER, RICHARD E"
4972,5143458,3207571,4006105,P50HL032295,3.0,"WHITE, CARL W"
4973,5143458,3207571,4012934,P50HL032295,3.0,"WHITE, CARL W"
4974,5143458,3207571,2933182,P50HL032295,3.0,"WHITE, CARL W"
4975,5143458,3207571,3888024,P50HL032295,3.0,"WHITE, CARL W"
4976,4339753,3293084,4006105,P50HL032295,4.0,"MARTINS, JAMES B"
4977,4339753,3293084,4012934,P50HL032295,4.0,"MARTINS, JAMES B"
4978,4339753,3293084,2933182,P50HL032295,4.0,"MARTINS, JAMES B"
4979,4339753,3293084,3888024,P50HL032295,4.0,"MARTINS, JAMES B"
4980,8666919,3225230,4006105,P50HL032295,5.0,"HARRISON, DAVID G"
4981,8666919,3225230,4012934,P50HL032295,5.0,"HARRISON, DAVID G"
4982,8666919,3225230,2933182,P50HL032295,5.0,"HARRISON, DAVID G"
4983,8666919,3225230,3888024,P50HL032295,5.0,"HARRISON, DAVID G"
4984,192015,3379622,4006105,P50HL032295,6.0,"HERMSMEYER, R KENT"
4985,192015,3379622,4012934,P50HL032295,6.0,"HERMSMEYER, R KENT"
4986,192015,3379622,2933182,P50HL032295,6.0,"HERMSMEYER, R KENT"
4987,192015,3379622,3888024,P50HL032295,6.0,"HERMSMEYER, R KENT"
4988,8690086,3354065,4006105,P50HL032295,7.0,"BRODY, MICHAEL J"
4989,8690086,3354065,4012934,P50HL032295,7.0,"BRODY, MICHAEL J"
4990,8690086,3354065,2933182,P50HL032295,7.0,"BRODY, MICHAEL J"
4991,8690086,3354065,3888024,P50HL032295,7.0,"BRODY, MICHAEL J"
4992,8503409,3374622,4006105,P50HL032295,9001.0,"KIRCHNER, PETER T"
4993,8503409,3374622,4012934,P50HL032295,9001.0,"KIRCHNER, PETER T"
4994,8503409,3374622,2933182,P50HL032295,9001.0,"KIRCHNER, PETER T"
4995,8503409,3374622,3888024,P50HL032295,9001.0,"KIRCHNER, PETER T"
4996,221048,7355392,4006105,P50HL032295,9002.0,"SKORTON, DAVID J."
4997,221048,7355392,4012934,P50HL032295,9002.0,"SKORTON, DAVID J."
4998,221048,7355392,2933182,P50HL032295,9002.0,"SKORTON, DAVID J."
4999,221048,7355392,3888024,P50HL032295,9002.0,"SKORTON, DAVID J."
5000,2134193,1887413,4006105,P50HL032295,9003.0,"TOMANEK, ROBERT J"
5001,2134193,1887413,4012934,P50HL032295,9003.0,"TOMANEK, ROBERT J"
5002,2134193,1887413,2933182,P50HL032295,9003.0,"TOMANEK, ROBERT J"
5003,2134193,1887413,3888024,P50HL032295,9003.0,"TOMANEK, ROBERT J"
5004,4828211,3318497,4006105,P50HL032295,9004.0,"BEAN, JUDY A"
5005,7569409,3318497,4012934,P50HL032295,9004.0,"BEAN, JUDY A"
5006,4828211,3318497,2933182,P50HL032295,9004.0,"BEAN, JUDY A"
5007,4828211,3318497,3888024,P50HL032295,9004.0,"BEAN, JUDY A"
5008,5688870,3405774,4032138,P50HL032363,1.0,"JONES, ROSEMARY"
5009,5688870,3405774,3994148,P50HL032363,1.0,"JONES, ROSEMARY"
5010,8221889,3394670,4032138,P50HL032363,2.0,"GEGGEL, ROBERT"
5011,8221889,3394670,3994148,P50HL032363,2.0,"GEGGEL, ROBERT"
5012,1892840,3338613,4032138,P50HL032363,4.0,"REID, LYNNE M"
5013,1892840,3338613,3994148,P50HL032363,4.0,"REID, LYNNE M"
5014,1892840,3338613,4032138,P50HL032363,9001.0,"REID, LYNNE M"
5015,1892840,3338613,3994148,P50HL032363,9001.0,"REID, LYNNE M"
5016,6743549,3370361,4032138,P50HL032363,9002.0,"DAVIES, PAUL"
5017,6743549,3370361,3994148,P50HL032363,9002.0,"DAVIES, PAUL"
5018,1653698,3194021,3898266,P01HL032418,1.0,"MALIK, ASRAR B"
5019,2173819,3429576,3898266,P01HL032418,2.0,"SABA, THOMAS M"
5020,1653698,3194021,3898266,P01HL032418,3.0,"MALIK, ASRAR B"
5021,1653698,3194021,3898266,P01HL032418,4.0,"MALIK, ASRAR B"
5022,3993329,3307817,3898266,P01HL032418,5.0,"KAPLAN, JOHN E"
5023,5940160,3358254,3898266,P01HL032418,6.0,"TSAN, MIN-FU"
5024,1653698,3194021,3898266,P01HL032418,9001.0,"MALIK, ASRAR B"
5025,8293274,3253572,3898266,P01HL032418,9002.0,"BLUMENSTOCK, FRANK A"
5026,1357315,3374083,3898266,P01HL032418,9003.0,"DEL VECCHIO, PETER J"
5027,0,3302287,4050657,R01HL032953,1.0,"INGWALL, JOANNE S"
5028,0,3302287,4025162,R01HL032953,1.0,"INGWALL, JOANNE S"
5029,0,3302287,3159250,R01HL032953,1.0,"INGWALL, JOANNE S"
5030,0,3302287,4061276,R01HL032953,1.0,"INGWALL, JOANNE S"
5031,0,3302287,4070606,R01HL032953,1.0,"INGWALL, JOANNE S"
5032,0,3302287,4065154,R01HL032953,1.0,"INGWALL, JOANNE S"
5033,0,3302287,3902282,R01HL032953,1.0,"INGWALL, JOANNE S"
5034,0,3302287,2424388,R01HL032953,1.0,"INGWALL, JOANNE S"
5035,0,3302287,3871502,R01HL032953,1.0,"INGWALL, JOANNE S"
5036,0,3261085,4050657,R01HL032953,2.0,"BELLER, GEORGE A"
5037,0,3261085,4025162,R01HL032953,2.0,"BELLER, GEORGE A"
5038,0,3261085,3159250,R01HL032953,2.0,"BELLER, GEORGE A"
5039,0,3261085,4061276,R01HL032953,2.0,"BELLER, GEORGE A"
5040,0,3261085,4070606,R01HL032953,2.0,"BELLER, GEORGE A"
5041,0,3261085,4065154,R01HL032953,2.0,"BELLER, GEORGE A"
5042,0,3261085,3902282,R01HL032953,2.0,"BELLER, GEORGE A"
5043,0,3261085,2424388,R01HL032953,2.0,"BELLER, GEORGE A"
5044,0,3261085,3871502,R01HL032953,2.0,"BELLER, GEORGE A"
5045,1726669,3290247,4031066,P01HL033009,1.0,"BUTLER, JAMES P"
5046,1726669,3290247,4066585,P01HL033009,1.0,"BUTLER, JAMES P"
5047,1726669,3290247,4077799,P01HL033009,1.0,"BUTLER, JAMES P"
5048,2305286,3403178,4031066,P01HL033009,2.0,"INGRAM, ROLAND H"
5049,2305286,3403178,4066585,P01HL033009,2.0,"INGRAM, ROLAND H"
5050,2305286,3403178,4077799,P01HL033009,2.0,"INGRAM, ROLAND H"
5051,8510273,3298825,4031066,P01HL033009,3.0,"DRAZEN, JEFFERY M"
5052,8510273,3298825,4066585,P01HL033009,3.0,"DRAZEN, JEFFERY M"
5053,8510273,3298825,4077799,P01HL033009,3.0,"DRAZEN, JEFFERY M"
5054,0,3299074,4031066,P01HL033009,4.0,"FREDBERG, JEFFREY J"
5055,0,3299074,4066585,P01HL033009,4.0,"FREDBERG, JEFFREY J"
5056,0,3299074,4077799,P01HL033009,4.0,"FREDBERG, JEFFREY J"
5057,0,3299074,4031066,P01HL033009,5.0,"FREDBERG, JEFFREY J"
5058,0,3299074,4066585,P01HL033009,5.0,"FREDBERG, JEFFREY J"
5059,0,3299074,4077799,P01HL033009,5.0,"FREDBERG, JEFFREY J"
5060,7367890,3419117,4031066,P01HL033009,6.0,"LORING, STEPHEN H"
5061,7367890,3419117,4066585,P01HL033009,6.0,"LORING, STEPHEN H"
5062,7367890,3419117,4077799,P01HL033009,6.0,"LORING, STEPHEN H"
5063,2220376,1933731,4031066,P01HL033009,7.0,"ENGELWARD, BEVIN P."
5064,2220376,1933731,4066585,P01HL033009,7.0,"ENGELWARD, BEVIN P."
5065,2220376,1933731,4077799,P01HL033009,7.0,"ENGELWARD, BEVIN P."
5066,8481425,3308464,4031066,P01HL033009,9001.0,"LEHR, JOHN L"
5067,8481425,3308464,4066585,P01HL033009,9001.0,"LEHR, JOHN L"
5068,8481425,3308464,4077799,P01HL033009,9001.0,"LEHR, JOHN L"
5069,7377856,3399013,3938920,P01HL033014,1.0,"ROSENBERG, ROBERT D"
5070,7377856,3399013,4091308,P01HL033014,1.0,"ROSENBERG, ROBERT D"
5071,7377856,3399013,3970699,P01HL033014,1.0,"ROSENBERG, ROBERT D"
5072,7377856,3399013,3875633,P01HL033014,1.0,"ROSENBERG, ROBERT D"
5073,7377856,3399013,3932466,P01HL033014,1.0,"ROSENBERG, ROBERT D"
5074,7377856,3399013,4084555,P01HL033014,1.0,"ROSENBERG, ROBERT D"
5075,1365405,3295959,3938920,P01HL033014,2.0,"MCDONAGH, JAN"
5076,1365405,3295959,4091308,P01HL033014,2.0,"MCDONAGH, JAN"
5077,1365405,3295959,3970699,P01HL033014,2.0,"MCDONAGH, JAN"
5078,1365405,3295959,3875633,P01HL033014,2.0,"MCDONAGH, JAN"
5079,1365405,3295959,3932466,P01HL033014,2.0,"MCDONAGH, JAN"
5080,1365405,3295959,4084555,P01HL033014,2.0,"MCDONAGH, JAN"
5081,2221080,3243454,3938920,P01HL033014,3.0,"SALZMAN, EDWIN W"
5082,2221080,3243454,4091308,P01HL033014,3.0,"SALZMAN, EDWIN W"
5083,2221080,3243454,3970699,P01HL033014,3.0,"SALZMAN, EDWIN W"
5084,2221080,3243454,3875633,P01HL033014,3.0,"SALZMAN, EDWIN W"
5085,2221080,3243454,3932466,P01HL033014,3.0,"SALZMAN, EDWIN W"
5086,2221080,3243454,4084555,P01HL033014,3.0,"SALZMAN, EDWIN W"
5087,9263028,1858438,3938920,P01HL033014,4.0,"HAWIGER, JACK J"
5088,9263028,1858438,4091308,P01HL033014,4.0,"HAWIGER, JACK J"
5089,9263028,1858438,3970699,P01HL033014,4.0,"HAWIGER, JACK J"
5090,9263028,1858438,3875633,P01HL033014,4.0,"HAWIGER, JACK J"
5091,9263028,1858438,3932466,P01HL033014,4.0,"HAWIGER, JACK J"
5092,9263028,1858438,4084555,P01HL033014,4.0,"HAWIGER, JACK J"
5093,3308852,3395281,3938920,P01HL033014,5.0,"HANDIN, ROBERT I"
5094,3308852,3395281,4091308,P01HL033014,5.0,"HANDIN, ROBERT I"
5095,3308852,3395281,3970699,P01HL033014,5.0,"HANDIN, ROBERT I"
5096,3308852,3395281,3875633,P01HL033014,5.0,"HANDIN, ROBERT I"
5097,3308852,3395281,3932466,P01HL033014,5.0,"HANDIN, ROBERT I"
5098,3308852,3395281,4084555,P01HL033014,5.0,"HANDIN, ROBERT I"
5099,8306695,3276233,3938920,P01HL033014,6.0,"SLAYTER, HENRY S"
5100,8306695,3276233,4091308,P01HL033014,6.0,"SLAYTER, HENRY S"
5101,8306695,3276233,3970699,P01HL033014,6.0,"SLAYTER, HENRY S"
5102,8306695,3276233,3875633,P01HL033014,6.0,"SLAYTER, HENRY S"
5103,8306695,3276233,3932466,P01HL033014,6.0,"SLAYTER, HENRY S"
5104,8306695,3276233,4084555,P01HL033014,6.0,"SLAYTER, HENRY S"
5105,0,3370606,3938920,P01HL033014,7.0,"FRIEDMAN, PAUL A"
5106,0,3370606,4091308,P01HL033014,7.0,"FRIEDMAN, PAUL A"
5107,0,3370606,3970699,P01HL033014,7.0,"FRIEDMAN, PAUL A"
5108,0,3370606,3875633,P01HL033014,7.0,"FRIEDMAN, PAUL A"
5109,0,3370606,3932466,P01HL033014,7.0,"FRIEDMAN, PAUL A"
5110,0,3370606,4084555,P01HL033014,7.0,"FRIEDMAN, PAUL A"
5111,7377856,3399013,3938920,P01HL033014,8.0,"ROSENBERG, ROBERT D"
5112,7377856,3399013,4091308,P01HL033014,8.0,"ROSENBERG, ROBERT D"
5113,7377856,3399013,3970699,P01HL033014,8.0,"ROSENBERG, ROBERT D"
5114,7377856,3399013,3875633,P01HL033014,8.0,"ROSENBERG, ROBERT D"
5115,7377856,3399013,3932466,P01HL033014,8.0,"ROSENBERG, ROBERT D"
5116,7377856,3399013,4084555,P01HL033014,8.0,"ROSENBERG, ROBERT D"
5117,8306695,3276233,3938920,P01HL033014,9001.0,"SLAYTER, HENRY S"
5118,8306695,3276233,4091308,P01HL033014,9001.0,"SLAYTER, HENRY S"
5119,8306695,3276233,3970699,P01HL033014,9001.0,"SLAYTER, HENRY S"
5120,8306695,3276233,3875633,P01HL033014,9001.0,"SLAYTER, HENRY S"
5121,8306695,3276233,3932466,P01HL033014,9001.0,"SLAYTER, HENRY S"
5122,8306695,3276233,4084555,P01HL033014,9001.0,"SLAYTER, HENRY S"
5123,6219734,1962890,4084378,P01HL033026,1.0,"KATZ, ARNOLD M"
5124,3219672,3295407,4084378,P01HL033026,2.0,"WATRAS, JAMES M"
5125,5689060,3331713,4084378,P01HL033026,3.0,"HERBETTE, LEO G"
5126,1232157,3181408,4084378,P01HL033026,4.0,"PAPPANO, ACHILLES J"
5127,6838520,3276243,4084378,P01HL033026,5.0,"SMILOWITZ, HENRY"
5128,5689060,3331713,4084378,P01HL033026,9001.0,"HERBETTE, LEO G"
5129,0,6229231,9453005,P01HL055552,1.0,"VERELLOTTI, GREGORY M"
5130,0,6229231,9805427,P01HL055552,1.0,"VERELLOTTI, GREGORY M"
5131,0,6229233,9453005,P01HL055552,2.0,"BACH, RONALD"
5132,0,6229233,9805427,P01HL055552,2.0,"BACH, RONALD"
5133,7555474,1890747,9453005,P01HL055552,3.0,"NATH, KARL A."
5134,7555474,1890747,9805427,P01HL055552,3.0,"NATH, KARL A."
5135,7155399,1867723,9453005,P01HL055552,4.0,"HEBBEL, ROBERT P"
5136,7155399,1867723,9805427,P01HL055552,4.0,"HEBBEL, ROBERT P"
5137,1171561,1892764,9453005,P01HL055552,5.0,"GINDER, GORDON D"
5138,1171561,1892764,9805427,P01HL055552,5.0,"GINDER, GORDON D"
5139,6316731,6188404,9453005,P01HL055552,9001.0,"VERCELLOTTI, GREGORY M"
5140,6316731,6188404,9805427,P01HL055552,9001.0,"VERCELLOTTI, GREGORY M"
5141,7155399,1867723,9453005,P01HL055552,9002.0,"HEBBEL, ROBERT P"
5142,7155399,1867723,9805427,P01HL055552,9002.0,"HEBBEL, ROBERT P"
5143,8657529,1876940,9767546,P01HL055782,1.0,"LYONS, TIMOTHY J"
5144,8657529,1876940,9741700,P01HL055782,1.0,"LYONS, TIMOTHY J"
5145,8657529,1876940,9801341,P01HL055782,1.0,"LYONS, TIMOTHY J"
5146,8657529,1876940,9809695,P01HL055782,1.0,"LYONS, TIMOTHY J"
5147,3333262,1860970,9767546,P01HL055782,2.0,"LOPES-VIRELLA, MARIA F"
5148,3333262,1860970,9741700,P01HL055782,2.0,"LOPES-VIRELLA, MARIA F"
5149,3333262,1860970,9801341,P01HL055782,2.0,"LOPES-VIRELLA, MARIA F"
5150,3333262,1860970,9809695,P01HL055782,2.0,"LOPES-VIRELLA, MARIA F"
5151,7163101,1888120,9767546,P01HL055782,3.0,"JAFFA, AYAD A"
5152,7163101,1888120,9741700,P01HL055782,3.0,"JAFFA, AYAD A"
5153,7163101,1888120,9801341,P01HL055782,3.0,"JAFFA, AYAD A"
