id,AND_ID,PI_ID,PMID,ProjectNumber,subProjectNumber,PI_Name
1,214315,3598935,2533975,R01EY003984,,"ROCKEY, JOHN"
2,214315,3598935,2923569,R01EY003984,,"ROCKEY, JOHN"
3,4310831,1867016,8386872,R37CA029884,,"HUNTER, ERIC"
4,3677664,3291404,1316511,P40RR001046,2.0,"FOX, JAMES"
5,3677664,3291404,1376374,P40RR001046,2.0,"FOX, JAMES"
6,3677664,3291404,1557863,P40RR001046,2.0,"FOX, JAMES"
7,3677664,3291404,1556256,P40RR001046,2.0,"FOX, JAMES"
8,3677664,3291404,1644626,P40RR001046,2.0,"FOX, JAMES"
9,3677664,3291404,1316522,P40RR001046,2.0,"FOX, JAMES"
10,3677664,3291404,1613782,P40RR001046,2.0,"FOX, JAMES"
11,3677664,3291404,1548840,P40RR001046,2.0,"FOX, JAMES"
12,3677664,3291404,1370432,P40RR001046,2.0,"FOX, JAMES"
13,5641051,8427417,10362835,P20RR011805,2.0,"GRONERT, SCOTT"
14,5641051,8427417,10491589,P20RR011805,2.0,"GRONERT, SCOTT"
15,5641051,8427417,10329550,P20RR011805,2.0,"GRONERT, SCOTT"
16,5641051,8427417,10360747,P20RR011805,2.0,"GRONERT, SCOTT"
17,5641051,8427417,10726430,P20RR011805,2.0,"GRONERT, SCOTT"
18,5641051,8427417,10423559,P20RR011805,2.0,"GRONERT, SCOTT"
19,5641051,8427417,10334928,P20RR011805,2.0,"GRONERT, SCOTT"
20,5641051,8427417,10552903,P20RR011805,2.0,"GRONERT, SCOTT"
21,5641051,8427417,10407882,P20RR011805,2.0,"GRONERT, SCOTT"
22,5641051,8427417,10354809,P20RR011805,2.0,"GRONERT, SCOTT"
23,8752363,1871632,2341545,P01CA027502,,"ALBERTS, DAVID S"
24,8752363,1871632,2231773,P01CA027502,,"ALBERTS, DAVID S"
25,8752363,1871632,2290787,P01CA027502,,"ALBERTS, DAVID S"
26,8752363,1871632,2189123,P01CA027502,,"ALBERTS, DAVID S"
27,8752363,1871632,1696311,P01CA027502,,"ALBERTS, DAVID S"
28,8752363,1871632,2148744,P01CA027502,,"ALBERTS, DAVID S"
29,8752363,1871632,2390926,P01CA027502,,"ALBERTS, DAVID S"
30,8752363,1871632,2273111,P01CA027502,,"ALBERTS, DAVID S"
31,8752363,1871632,2382980,P01CA027502,,"ALBERTS, DAVID S"
32,8752363,1871632,2107966,P01CA027502,,"ALBERTS, DAVID S"
33,8752363,1871632,2292951,P01CA027502,,"ALBERTS, DAVID S"
34,8752363,1871632,2153987,P01CA027502,,"ALBERTS, DAVID S"
35,8752363,1871632,2118827,P01CA027502,,"ALBERTS, DAVID S"
36,8752363,1871632,2371973,P01CA027502,,"ALBERTS, DAVID S"
37,4083554,1965565,7593415,R01DK003892,,"WILSON, JEAN D"
38,4083554,1965565,7673412,R01DK003892,,"WILSON, JEAN D"
39,4083554,1965565,7559153,R01DK003892,,"WILSON, JEAN D"
40,6732405,1889925,8288562,R37DK005736,,"WILSON, T HASTINGS"
41,6732405,1889925,8166695,R37DK005736,,"WILSON, T HASTINGS"
42,6732405,1889925,8142420,R37DK005736,,"WILSON, T HASTINGS"
43,6732405,1889925,7945341,R37DK005736,,"WILSON, T HASTINGS"
44,6732405,1889925,7951140,R37DK005736,,"WILSON, T HASTINGS"
45,6732405,1889925,7726841,R37DK005736,,"WILSON, T HASTINGS"
46,4396774,1864766,7733326,R01DK017593,,"TEWARSON, REGINALD P"
47,4396774,1864766,7733327,R01DK017593,,"TEWARSON, REGINALD P"
48,4396774,1864766,7733325,R01DK017593,,"TEWARSON, REGINALD P"
49,2194059,1894752,7896883,P01DK018811,,"MAHER, PAMELA ANNE"
50,2194059,1894752,8592522,P01DK018811,,"MAHER, PAMELA ANNE"
51,2194059,1894752,7777161,P01DK018811,,"MAHER, PAMELA ANNE"
52,2194059,1894752,7730030,P01DK018811,,"MAHER, PAMELA ANNE"
53,2194059,1894752,7860646,P01DK018811,,"MAHER, PAMELA ANNE"
54,2194059,1894752,8925285,P01DK018811,,"MAHER, PAMELA ANNE"
55,2194059,1894752,7584953,P01DK018811,,"MAHER, PAMELA ANNE"
56,2194059,1894752,7637645,P01DK018811,,"MAHER, PAMELA ANNE"
57,2194059,1894752,7830042,P01DK018811,,"MAHER, PAMELA ANNE"
58,2194059,1894752,7612876,P01DK018811,,"MAHER, PAMELA ANNE"
59,178568,1878796,7670094,P60DK020572,,"GREENE, DOUGLAS A"
60,178568,1878796,7555515,P60DK020572,,"GREENE, DOUGLAS A"
61,178568,1878796,7555554,P60DK020572,,"GREENE, DOUGLAS A"
62,178568,1878796,7555490,P60DK020572,,"GREENE, DOUGLAS A"
63,178568,1878796,7698031,P60DK020572,,"GREENE, DOUGLAS A"
64,178568,1878796,7491971,P60DK020572,,"GREENE, DOUGLAS A"
65,178568,1878796,7589847,P60DK020572,,"GREENE, DOUGLAS A"
66,178568,1878796,7737722,P60DK020572,,"GREENE, DOUGLAS A"
67,178568,1878796,7621733,P60DK020572,,"GREENE, DOUGLAS A"
68,1457514,1873910,8521788,P60DK020595,,"POLONSKY, KENNETH S"
69,1457514,1873910,7497873,P60DK020595,,"POLONSKY, KENNETH S"
70,1457514,1873910,8557169,P60DK020595,,"POLONSKY, KENNETH S"
71,1457514,1873910,7532678,P60DK020595,,"POLONSKY, KENNETH S"
72,1457514,1873910,7729621,P60DK020595,,"POLONSKY, KENNETH S"
73,1457514,1873910,8530086,P60DK020595,,"POLONSKY, KENNETH S"
74,1457514,1873910,7540020,P60DK020595,,"POLONSKY, KENNETH S"
75,1457514,1873910,7490109,P60DK020595,,"POLONSKY, KENNETH S"
76,1457514,1873910,7587653,P60DK020595,,"POLONSKY, KENNETH S"
77,1457514,1873910,7654714,P60DK020595,,"POLONSKY, KENNETH S"
78,1457514,1873910,7590740,P60DK020595,,"POLONSKY, KENNETH S"
79,1457514,1873910,7840177,P60DK020595,,"POLONSKY, KENNETH S"
80,1457514,1873910,7589847,P60DK020595,,"POLONSKY, KENNETH S"
81,1457514,1873910,7637649,P60DK020595,,"POLONSKY, KENNETH S"
82,1457514,1873910,7485490,P60DK020595,,"POLONSKY, KENNETH S"
83,1457514,1873910,7789637,P60DK020595,,"POLONSKY, KENNETH S"
84,1457514,1873910,7607700,P60DK020595,,"POLONSKY, KENNETH S"
85,1457514,1873910,7789636,P60DK020595,,"POLONSKY, KENNETH S"
86,1457514,1873910,7768927,P60DK020595,,"POLONSKY, KENNETH S"
87,1457514,1873910,7603977,P60DK020595,,"POLONSKY, KENNETH S"
88,1457514,1873910,7587377,P60DK020595,,"POLONSKY, KENNETH S"
89,1457514,1873910,7713316,P60DK020595,,"POLONSKY, KENNETH S"
90,1457514,1873910,7698513,P60DK020595,,"POLONSKY, KENNETH S"
91,1457514,1873910,7545136,P60DK020595,,"POLONSKY, KENNETH S"
92,1457514,1873910,7626127,P60DK020595,,"POLONSKY, KENNETH S"
93,1457514,1873910,7746270,P60DK020595,,"POLONSKY, KENNETH S"
94,1457514,1873910,7724604,P60DK020595,,"POLONSKY, KENNETH S"
95,1457514,1873910,7622007,P60DK020595,,"POLONSKY, KENNETH S"
96,1457514,1873910,8786021,P60DK020595,,"POLONSKY, KENNETH S"
97,1457514,1873910,7485496,P60DK020595,,"POLONSKY, KENNETH S"
98,1457514,1873910,8529120,P60DK020595,,"POLONSKY, KENNETH S"
99,1457514,1873910,7589853,P60DK020595,,"POLONSKY, KENNETH S"
100,1457514,1873910,7558035,P60DK020595,,"POLONSKY, KENNETH S"
101,1457514,1873910,7779087,P60DK020595,,"POLONSKY, KENNETH S"
102,1457514,1873910,7592866,P60DK020595,,"POLONSKY, KENNETH S"
103,1457514,1873910,7789648,P60DK020595,,"POLONSKY, KENNETH S"
104,6298317,1857713,8537356,R01DK021723,,"BEAVO, JOSEPH A"
105,6298317,1857713,7782295,R01DK021723,,"BEAVO, JOSEPH A"
106,6298317,1857713,7568196,R01DK021723,,"BEAVO, JOSEPH A"
107,6298317,1857713,7480160,R01DK021723,,"BEAVO, JOSEPH A"
108,6298317,1857713,8530505,R01DK021723,,"BEAVO, JOSEPH A"
109,4377117,1884971,8558457,P01DK026741,,"VALE, WYLIE W."
110,4377117,1884971,8865183,P01DK026741,,"VALE, WYLIE W."
111,4377117,1884971,8612563,P01DK026741,,"VALE, WYLIE W."
112,4377117,1884971,8833763,P01DK026741,,"VALE, WYLIE W."
113,4377117,1884971,8986836,P01DK026741,,"VALE, WYLIE W."
114,4377117,1884971,9118346,P01DK026741,,"VALE, WYLIE W."
115,4377117,1884971,8536643,P01DK026741,,"VALE, WYLIE W."
116,4377117,1884971,8788253,P01DK026741,,"VALE, WYLIE W."
117,4377117,1884971,8703220,P01DK026741,,"VALE, WYLIE W."
118,4377117,1884971,8813571,P01DK026741,,"VALE, WYLIE W."
119,2352462,1881601,8587243,R01DK026816,,"MANDEL, LAZARO J"
120,2352462,1881601,7638219,R01DK026816,,"MANDEL, LAZARO J"
121,7766462,1955882,7732158,R01DK027845,,"JACOBSON, ALAN M"
122,7766462,1955882,7847430,R01DK027845,,"JACOBSON, ALAN M"
123,3320365,1883617,8184900,R01DK030603,,"DUBOSE, THOMAS D"
124,3320365,1883617,7485534,R01DK030603,,"DUBOSE, THOMAS D"
125,3320365,1883617,7485535,R01DK030603,,"DUBOSE, THOMAS D"
126,8773837,1882195,8612451,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
127,8773837,1882195,7882484,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
128,8773837,1882195,7729301,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
129,8773837,1882195,7488894,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
130,8773837,1882195,7556805,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
131,8773837,1882195,7610937,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
132,8773837,1882195,8538487,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
133,8773837,1882195,7647819,R01DK031801,,"BARRETT-CONNOR, ELIZABETH L"
134,7253195,1888250,7789328,R01DK032333,,"BILEZIKIAN, JOHN P"
135,7253195,1888250,7883823,R01DK032333,,"BILEZIKIAN, JOHN P"
136,7253195,1888250,7502712,R01DK032333,,"BILEZIKIAN, JOHN P"
137,7253195,1888250,7883824,R01DK032333,,"BILEZIKIAN, JOHN P"
138,5207481,1871867,8582546,R01DK032493,,"REWERS, MARIAN J."
139,5207481,1871867,7673395,R01DK032493,,"REWERS, MARIAN J."
140,6194083,1860954,7536659,R01DK033475,,"PHILLIPS, LAWRENCE S"
141,6194083,1860954,7555556,R01DK033475,,"PHILLIPS, LAWRENCE S"
142,6194083,1860954,7789647,R01DK033475,,"PHILLIPS, LAWRENCE S"
143,8574085,1898637,7883973,R01DK033665,,"ABBOUD, HANNA E"
144,8574085,1898637,7641321,R01DK033665,,"ABBOUD, HANNA E"
145,8574085,1898637,7657283,R01DK033665,,"ABBOUD, HANNA E"
146,2434693,9277871,10839351,P01DK053015,3.0,"HAYDAY, ADRIAN CLIVE"
147,2434693,9277871,10637268,P01DK053015,3.0,"HAYDAY, ADRIAN CLIVE"
148,2434693,9277871,10620608,P01DK053015,3.0,"HAYDAY, ADRIAN CLIVE"
149,2434693,9277871,10843379,P01DK053015,3.0,"HAYDAY, ADRIAN CLIVE"
150,5544172,1877227,7840186,R01DK033952,,"WOLFE, ROBERT R"
151,5544172,1877227,7860765,R01DK033952,,"WOLFE, ROBERT R"
152,7474626,1901997,8630749,R01DK035008,,"KRENSKY, ALAN MICHAEL"
153,5859731,1865627,8079660,R01DK035317,,"FRANCESCHI, RENNY T"
154,8649519,1862445,7666280,R01DK035524,,"GLASGOW, RUSSELL E"
155,8649519,1862445,7698032,R01DK035524,,"GLASGOW, RUSSELL E"
156,220891,1870103,7731137,R01DK036149,,"KELLEY, VICKI RUBIN"
157,6155391,1881902,7933441,R01DK037482,,"GREEN, GARY M"
158,6155391,1881902,8026279,R01DK037482,,"GREEN, GARY M"
159,1757008,1888253,8547188,R01DK037922,,"MILLER, WALTER L."
160,1757008,1888253,8634702,R01DK037922,,"MILLER, WALTER L."
161,1757008,1888253,7547998,R01DK037922,,"MILLER, WALTER L."
162,1757008,1888253,8530023,R01DK037922,,"MILLER, WALTER L."
163,1757008,1888253,8614402,R01DK037922,,"MILLER, WALTER L."
164,1757008,1888253,7485152,R01DK037922,,"MILLER, WALTER L."
165,1757008,1888253,7748495,R01DK037922,,"MILLER, WALTER L."
166,1757008,1888253,7883820,R01DK037922,,"MILLER, WALTER L."
167,1757008,1888253,7479852,R01DK037922,,"MILLER, WALTER L."
168,1757008,1888253,8589688,R01DK037922,,"MILLER, WALTER L."
169,1757008,1888253,7829612,R01DK037922,,"MILLER, WALTER L."
170,2284308,1877306,7771521,P01DK038226,,"JACOBSON, HARRY R"
171,2284308,1877306,7635938,P01DK038226,,"JACOBSON, HARRY R"
172,2284308,1877306,7485445,P01DK038226,,"JACOBSON, HARRY R"
173,2284308,1877306,7485450,P01DK038226,,"JACOBSON, HARRY R"
174,3582587,1883600,7491105,R01DK038325,,"ROBERTSON, R PAUL"
175,3582587,1883600,7568086,R01DK038325,,"ROBERTSON, R PAUL"
176,4878902,1879587,7713922,R01DK039520,,"VARSHAVSKY, ALEXANDER J"
177,4878902,1879587,7615550,R01DK039520,,"VARSHAVSKY, ALEXANDER J"
178,4878902,1879587,7744855,R01DK039520,,"VARSHAVSKY, ALEXANDER J"
179,8631080,1858733,7814638,R01DK039777,,"BERNSTEIN, KENNETH E"
180,8631080,1858733,7736668,R01DK039777,,"BERNSTEIN, KENNETH E"
181,8631080,1858733,7875759,R01DK039777,,"BERNSTEIN, KENNETH E"
182,8631080,1858733,7620987,R01DK039777,,"BERNSTEIN, KENNETH E"
183,8631080,1858733,7541047,R01DK039777,,"BERNSTEIN, KENNETH E"
184,2742784,1944489,8154349,R01DK040208,,"FALK, RONALD J"
185,2742784,1944489,7644763,R01DK040208,,"FALK, RONALD J"
186,7003592,1890555,11593413,P01CA028146,4.0,"HEARING, PATRICK"
187,7003592,1890555,11470914,P01CA028146,4.0,"HEARING, PATRICK"
188,7003592,1890555,11572799,P01CA028146,4.0,"HEARING, PATRICK"
189,7003592,1890555,11333268,P01CA028146,4.0,"HEARING, PATRICK"
190,7003592,1890555,11313936,P01CA028146,4.0,"HEARING, PATRICK"
191,7003592,1890555,11576548,P01CA028146,4.0,"HEARING, PATRICK"
192,7003592,1890555,11278756,P01CA028146,4.0,"HEARING, PATRICK"
193,7003592,1890555,11440634,P01CA028146,4.0,"HEARING, PATRICK"
194,7003592,1890555,11156966,P01CA028146,4.0,"HEARING, PATRICK"
195,7003592,1890555,11418595,P01CA028146,4.0,"HEARING, PATRICK"
196,7003592,1890555,11084019,P01CA028146,4.0,"HEARING, PATRICK"
197,4692075,6221362,12102321,P42ES004940,14.0,"PEPPER, IAN L"
198,4692075,6221362,11790762,P42ES004940,14.0,"PEPPER, IAN L"
199,4692075,6221362,12018991,P42ES004940,14.0,"PEPPER, IAN L"
200,4692075,6221362,12463567,P42ES004940,14.0,"PEPPER, IAN L"
201,4692075,6221362,12391276,P42ES004940,14.0,"PEPPER, IAN L"
202,4692075,6221362,12026995,P42ES004940,14.0,"PEPPER, IAN L"
203,4692075,6221362,12521289,P42ES004940,14.0,"PEPPER, IAN L"
204,4692075,6221362,12392720,P42ES004940,14.0,"PEPPER, IAN L"
205,4692075,6221362,12521178,P42ES004940,14.0,"PEPPER, IAN L"
206,4692075,6221362,11827052,P42ES004940,14.0,"PEPPER, IAN L"
207,4692075,6221362,12634123,P42ES004940,14.0,"PEPPER, IAN L"
208,4692075,6221362,12099683,P42ES004940,14.0,"PEPPER, IAN L"
209,4692075,6221362,11867755,P42ES004940,14.0,"PEPPER, IAN L"
210,4692075,6221362,12141502,P42ES004940,14.0,"PEPPER, IAN L"
211,4692075,6221362,12371483,P42ES004940,14.0,"PEPPER, IAN L"
212,4692075,6221362,12399046,P42ES004940,14.0,"PEPPER, IAN L"
213,3236968,1868730,7780197,R01DK040608,,"ENNS, CAROLINE"
214,2286553,7840016,8530531,R01DK043690,,"HOLICK, MICHAEL F"
215,2286553,7840016,7798628,R01DK043690,,"HOLICK, MICHAEL F"
216,2286553,7840016,7615967,R01DK043690,,"HOLICK, MICHAEL F"
217,2286553,7840016,7584527,R01DK043690,,"HOLICK, MICHAEL F"
218,2286553,7840016,7759571,R01DK043690,,"HOLICK, MICHAEL F"
219,2286553,7840016,8579891,R01DK043690,,"HOLICK, MICHAEL F"
220,2286553,7840016,7632076,R01DK043690,,"HOLICK, MICHAEL F"
221,2286553,7840016,8530536,R01DK043690,,"HOLICK, MICHAEL F"
222,3535734,1864763,7778871,P01DK043785,,"GRANGER, D. NEIL"
223,3535734,1864763,7884612,P01DK043785,,"GRANGER, D. NEIL"
224,3535734,1864763,7768601,P01DK043785,,"GRANGER, D. NEIL"
225,3535734,1864763,7733283,P01DK043785,,"GRANGER, D. NEIL"
226,3535734,1864763,7771556,P01DK043785,,"GRANGER, D. NEIL"
227,3535734,1864763,7628860,P01DK043785,,"GRANGER, D. NEIL"
228,3535734,1864763,7840193,P01DK043785,,"GRANGER, D. NEIL"
229,3535734,1864763,7528112,P01DK043785,,"GRANGER, D. NEIL"
230,3535734,1864763,7541957,P01DK043785,,"GRANGER, D. NEIL"
231,3535734,1864763,7590433,P01DK043785,,"GRANGER, D. NEIL"
232,3535734,1864763,7595064,P01DK043785,,"GRANGER, D. NEIL"
233,3535734,1864763,7886792,P01DK043785,,"GRANGER, D. NEIL"
234,3535734,1864763,7783059,P01DK043785,,"GRANGER, D. NEIL"
235,3535734,1864763,8594904,P01DK043785,,"GRANGER, D. NEIL"
236,3535734,1864763,7768381,P01DK043785,,"GRANGER, D. NEIL"
237,8837040,9542776,7650903,R29DK044446,,"WEST, DAVID BRIAN"
238,1391655,1870691,7476968,R01DK044838,,"MELLON, PAMELA L"
239,1391655,1870691,7565769,R01DK044838,,"MELLON, PAMELA L"
240,1391655,1870691,7659090,R01DK044838,,"MELLON, PAMELA L"
241,1391655,1870691,7740182,R01DK044838,,"MELLON, PAMELA L"
242,1359519,1887854,7503234,R01DK044902,,"PENNISTON, JOHN T"
243,2476960,1901173,8304359,R01DK045226,,"BACHRACH, LAURA K"
244,2476960,1901173,7542953,R01DK045226,,"BACHRACH, LAURA K"
245,2476960,1901173,8686512,R01DK045226,,"BACHRACH, LAURA K"
246,2476960,1901173,7496850,R01DK045226,,"BACHRACH, LAURA K"
247,6180744,1888125,7812082,U01DK045387,,"RANDALL, OTELIO S"
248,222932,1895826,7721685,R01DK045686,,"HAUSINGER, ROBERT P"
249,222932,1895826,7565414,R01DK045686,,"HAUSINGER, ROBERT P"
250,222932,1895826,7855593,R01DK045686,,"HAUSINGER, ROBERT P"
251,3968933,1872487,7790825,R01DK046382,,"TAN, HELEN K"
252,3968933,1872487,7790825,R01DK046382,,"TAN, HELEN K"
253,3535879,1863628,8086411,R01DK046433,,"DEDMAN, JOHN R"
254,3535879,1863628,7918672,R01DK046433,,"DEDMAN, JOHN R"
255,3535879,1863628,8530438,R01DK046433,,"DEDMAN, JOHN R"
256,3369467,1861600,7642714,R01DK046686,,"STEINBERG, THOMAS H"
257,3369467,1861600,7642714,R01DK046686,,"STEINBERG, THOMAS H"
258,2714248,8027998,8574275,R29DK047256,,"ALLISON, DAVID B"
259,8532637,6796478,7485505,R01DK047389,,"BLANER, WILLIAM S"
260,8532637,6796478,7629087,R01DK047389,,"BLANER, WILLIAM S"
261,8532637,6796478,7706939,R01DK047389,,"BLANER, WILLIAM S"
262,8532637,6796478,7822324,R01DK047389,,"BLANER, WILLIAM S"
263,7434128,1874253,7754369,R01DK049688,,"SCHUSTER, VICTOR L"
264,8310475,1869244,8520493,R01DK049726,,"FRERMAN, FRANK E"
265,4401346,1898449,7647779,R37GM024908,,"MATTHEWS, ROWENA G"
266,4401346,1898449,7615518,R37GM024908,,"MATTHEWS, ROWENA G"
267,4401346,1898449,7669779,R37GM024908,,"MATTHEWS, ROWENA G"
268,4401346,1898449,7601135,R37GM024908,,"MATTHEWS, ROWENA G"
269,4401346,1898449,8572314,R37GM024908,,"MATTHEWS, ROWENA G"
270,3449773,1898437,8746630,R01GM027750,,"SPUDICH, JOHN L"
271,3449773,1898437,7568212,R01GM027750,,"SPUDICH, JOHN L"
272,3449773,1898437,7724537,R01GM027750,,"SPUDICH, JOHN L"
273,3449773,1898437,8530353,R01GM027750,,"SPUDICH, JOHN L"
274,4959293,1876853,1358878,R01GM029185,,"HUBBARD, ANN L"
275,4959293,1876853,1447295,R01GM029185,,"HUBBARD, ANN L"
276,4959293,1876853,1556118,R01GM029185,,"HUBBARD, ANN L"
277,4959293,1876853,1350287,R01GM029185,,"HUBBARD, ANN L"
278,3369041,1865618,7659085,R01GM031546,,"ROBINS, DIANE M."
279,7144931,1897531,1427045,R01GM040282,,"SLATKIN, MONTGOMERY W"
280,7082950,1876822,1282860,R01GM042474,,"BROWER, DANNY L"
281,7082950,1876822,1427041,R01GM042474,,"BROWER, DANNY L"
282,3713052,1881995,7915839,R37HG000198,,"DAVIS, RONALD WAYNE"
283,3713052,1881995,8138159,R37HG000198,,"DAVIS, RONALD WAYNE"
284,3713052,1881995,7517907,R37HG000198,,"DAVIS, RONALD WAYNE"
285,334989,9093873,7599816,P01HL013262,,"KAGAN, HERBERT MARCUS"
286,334989,9093873,8575253,P01HL013262,,"KAGAN, HERBERT MARCUS"
287,334989,9093873,7718005,P01HL013262,,"KAGAN, HERBERT MARCUS"
288,334989,9093873,7593644,P01HL013262,,"KAGAN, HERBERT MARCUS"
289,334989,9093873,7784713,P01HL013262,,"KAGAN, HERBERT MARCUS"
290,334989,9093873,7896792,P01HL013262,,"KAGAN, HERBERT MARCUS"
291,334989,9093873,7697272,P01HL013262,,"KAGAN, HERBERT MARCUS"
292,334989,9093873,7474918,P01HL013262,,"KAGAN, HERBERT MARCUS"
293,334989,9093873,7873615,P01HL013262,,"KAGAN, HERBERT MARCUS"
294,334989,9093873,7675796,P01HL013262,,"KAGAN, HERBERT MARCUS"
295,334989,9093873,8567751,P01HL013262,,"KAGAN, HERBERT MARCUS"
296,8801037,1962195,7515277,R37HL015696,,"KUO, JYH-FA"
297,3979419,7354124,8034629,R37HL016512,,"CHAN, LAWRENCE"
298,3979419,7354124,7925422,R37HL016512,,"CHAN, LAWRENCE"
299,3979419,7354124,7818530,R37HL016512,,"CHAN, LAWRENCE"
300,3979419,7354124,8575769,R37HL016512,,"CHAN, LAWRENCE"
301,3979419,7354124,7595069,R37HL016512,,"CHAN, LAWRENCE"
302,3979419,7354124,7657671,R37HL016512,,"CHAN, LAWRENCE"
303,3979419,7354124,7592824,R37HL016512,,"CHAN, LAWRENCE"
304,5411253,6677550,7857389,P01HL018574,,"KRAUSS, RONALD M"
305,5411253,6677550,7981183,P01HL018574,,"KRAUSS, RONALD M"
306,5411253,6677550,8305416,P01HL018574,,"KRAUSS, RONALD M"
307,5411253,6677550,8299884,P01HL018574,,"KRAUSS, RONALD M"
308,5411253,6677550,7937166,P01HL018574,,"KRAUSS, RONALD M"
309,5411253,6677550,7897323,P01HL018574,,"KRAUSS, RONALD M"
310,5411253,6677550,7858910,P01HL018574,,"KRAUSS, RONALD M"
311,5411253,6677550,8040345,P01HL018574,,"KRAUSS, RONALD M"
312,5411253,6677550,8044415,P01HL018574,,"KRAUSS, RONALD M"
313,5411253,6677550,7968600,P01HL018574,,"KRAUSS, RONALD M"
314,5411253,6677550,8052144,P01HL018574,,"KRAUSS, RONALD M"
315,5411253,6677550,8044919,P01HL018574,,"KRAUSS, RONALD M"
316,5411253,6677550,7961918,P01HL018574,,"KRAUSS, RONALD M"
317,5411253,6677550,8134359,P01HL018574,,"KRAUSS, RONALD M"
318,5411253,6677550,7897316,P01HL018574,,"KRAUSS, RONALD M"
319,5411253,6677550,8034629,P01HL018574,,"KRAUSS, RONALD M"
320,5411253,6677550,7989871,P01HL018574,,"KRAUSS, RONALD M"
321,5411253,6677550,7858908,P01HL018574,,"KRAUSS, RONALD M"
322,331673,1862992,8089144,R01HL022231,,"SOLARO, R JOHN"
323,331673,1862992,8195157,R01HL022231,,"SOLARO, R JOHN"
324,331673,1862992,8031779,R01HL022231,,"SOLARO, R JOHN"
325,331673,1862992,7943406,R01HL022231,,"SOLARO, R JOHN"
326,331673,1862992,8072015,R01HL022231,,"SOLARO, R JOHN"
327,331673,1862992,8072007,R01HL022231,,"SOLARO, R JOHN"
328,3552228,1871350,8069482,P01HL025840,,"BUDINGER, THOMAS F."
329,3552228,1871350,7869901,P01HL025840,,"BUDINGER, THOMAS F."
330,2489255,1962822,7928864,R01HL040537,,"WOOD, STEPHEN C"
331,2489255,1962822,8203624,R01HL040537,,"WOOD, STEPHEN C"
332,138002,1870827,7503230,P01HL041618,,"DOUGLAS, JANICE G."
333,138002,1870827,7721418,P01HL041618,,"DOUGLAS, JANICE G."
334,4380344,7777528,8585996,U01HL041642,,"HOWARD, BARBARA V"
335,4380344,7777528,7631631,U01HL041642,,"HOWARD, BARBARA V"
336,199347,7777528,7631630,U01HL041642,,"HOWARD, BARBARA V"
337,556051,1868610,7758157,R37HL042325,,"POTTER, JAMES DOUGLAS"
338,556051,1868610,8530519,R37HL042325,,"POTTER, JAMES DOUGLAS"
339,5304832,1887441,7535013,R01HL042397,,"ZAPOL, WARREN MYRON"
340,5304832,1887441,7491980,R01HL042397,,"ZAPOL, WARREN MYRON"
341,5304832,1887441,7834832,R01HL042397,,"ZAPOL, WARREN MYRON"
342,5304832,1887441,8562450,R01HL042397,,"ZAPOL, WARREN MYRON"
343,5304832,1887441,7537461,R01HL042397,,"ZAPOL, WARREN MYRON"
344,5304832,1887441,7615435,R01HL042397,,"ZAPOL, WARREN MYRON"
345,5304832,1887441,7832299,R01HL042397,,"ZAPOL, WARREN MYRON"
346,5304832,1887441,7541615,R01HL042397,,"ZAPOL, WARREN MYRON"
347,5304832,1887441,8567547,R01HL042397,,"ZAPOL, WARREN MYRON"
348,7719159,1862925,7744784,R01HL042507,,"STERN, DAVID M."
349,7719159,1862925,7853873,R01HL042507,,"STERN, DAVID M."
350,7719159,1862925,7499316,R01HL042507,,"STERN, DAVID M."
351,7719159,1862925,7585153,R01HL042507,,"STERN, DAVID M."
352,7719159,1862925,7771555,R01HL042507,,"STERN, DAVID M."
353,7719159,1862925,8562921,R01HL042507,,"STERN, DAVID M."
354,7719159,1862925,7538678,R01HL042507,,"STERN, DAVID M."
355,7719159,1862925,8559486,R01HL042507,,"STERN, DAVID M."
356,7719159,1862925,7586450,R01HL042507,,"STERN, DAVID M."
357,7719159,1862925,7887450,R01HL042507,,"STERN, DAVID M."
358,9263187,1962779,7521368,R01HL043146,,"DURAN, WALTER N."
359,9263187,1962779,8160825,R01HL043146,,"DURAN, WALTER N."
360,9263187,1962779,8003464,R01HL043146,,"DURAN, WALTER N."
361,9263187,1962779,8022324,R01HL043146,,"DURAN, WALTER N."
362,9263187,1962779,7990718,R01HL043146,,"DURAN, WALTER N."
363,3506832,1862983,7582975,R01HL043229,,"TULINSKY, ALEXANDER"
364,3506832,1862983,7673182,R01HL043229,,"TULINSKY, ALEXANDER"
365,1357235,1870737,9420664,R01HL049574,,"GWATHMEY, JUDITH K"
366,7630365,6717828,8548556,R01HL050255,,"CURIEL, DAVID T"
367,5293409,1895926,8297362,R01HL048411,,"SEGALL, HENRY J"
368,7478743,1880888,7515623,R01HL048493,,"WITTE, MARLYS HEARST"
369,5478887,1869459,7564438,P01HL048676,,"FREEMAN, BRUCE A"
370,5478887,1869459,7534997,P01HL048676,,"FREEMAN, BRUCE A"
